brand,line,model,size,slot,capacity_l,len_cm,wid_cm,hgt_cm,dia_cm,dims_state,dims_raw,dims_note,dims_source,dims_source_url,fabric,closure,shape,compression_straps,pockets,bags_per_listing,mounting_system,max_load,colorway_count,colorways,image_count,images,product_url
Revelate Designs,Polecat,Polecat,3.5L,forkbag,3.5,10.2,13.3,31.8,,packed,"31.8 x 13.3 x 10.2 cm (H x W x D); 4 litres (bike-packing.de) / 3.5 L (Tree Fort Bikes, BikeParts.com, H8BIKES); 96 g","Dimensions from bike-packing.de spec table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Correction: the catalogue read 31.8 x 31.8 x 13.3, duplicating the height onto the length axis. The Polecat is a cargo-cage drybag 31.8 cm tall, 13.3 cm wide and only 10.2 cm deep. VOLUME DISAGREEMENT: bike-packing.de lists 4 L while Tree Fort Bikes, BikeParts.com and H8BIKES all list 3.5 L; capacity_l kept at the more conservative 3.5 L.",retailer,https://www.bike-packing.de/en/revelate-designs-polecat-dry-bag-4l,Cordura (matte woven),,,,,1,,,1,Black #1c1c1c,1,https://bike-packing.imgbolt.de/media/a5/3b/3c/1748992393/revelate-designs-polecat-update-0001.jpg,https://revelatedesigns.com/product/polecat/
Revelate Designs,Rohn,Rohn Rack Bag,37L max,trunk,37,61,27.9,25,,packed,approximately 11 in (279 mm) by 24 in (610 mm) (D x L); 37 to 39 L; 320 g,"Length and depth from the BIKEPACKING.com launch article; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Correction: the catalogue's 48 x 30 cm footprint was well short — the Rohn is 61 cm long and 27.9 cm wide. NO source publishes a height, so hgt is left at the catalogue's 25 cm and is NOT retailer-confirmed. This is a small-batch, direct-from-Anchorage item, so no retailer stocks it and no second source exists.",maker,https://bikepacking.com/news/revelate-designs-rohn-rack-bag/,Cordura (matte woven),rolltop,barrel,2,stretch stretch,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/rohn-rack-bag/
Revelate Designs,Portage,Portage Panniers,10L,pannier,10,21,10.2,43.2,,packed,"10L: height 43.2 cm, width 21.0 cm, depth 10.2 cm, per bag (sold as a pair)","Dimensions from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Figures are explicitly PER BAG (the panniers are sold as a pair), so capacity_l of 10 L is the single-bag volume. Correction: the catalogue's footprints were all too small and too deep — depth is a uniform 10.2 cm across the range. Note the 10 L is TALLER than the 14 L (43.2 vs 38.1 cm) because it is a narrow, tall bag; that is the retailer's table as printed, not a transcription slip.",retailer,https://www.bike-packing.de/en/revelate-designs-portage-panniers,Cordura (matte woven),rolltop,cylindrical,3,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/portage-panniers/
Revelate Designs,Portage,Portage Panniers,14L,pannier,14,26.7,10.2,38.1,,packed,"14L: height 38.1 cm, width 26.7 cm, depth 10.2 cm, per bag (sold as a pair)","Dimensions from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Figures are explicitly PER BAG (the panniers are sold as a pair), so capacity_l of 14 L is the single-bag volume. Correction: the catalogue's footprints were all too small and too deep — depth is a uniform 10.2 cm across the range. Note the 10 L is TALLER than the 14 L (43.2 vs 38.1 cm) because it is a narrow, tall bag; that is the retailer's table as printed, not a transcription slip.",maker,https://www.bike-packing.de/en/revelate-designs-portage-panniers,Cordura (matte woven),rolltop,cylindrical,3,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/portage-panniers/
Revelate Designs,Portage,Portage Panniers,18L,pannier,18,30.5,10.2,40.6,,packed,"18L: height 40.6 cm, width 30.5 cm, depth 10.2 cm, per bag (sold as a pair)","Dimensions from the bike-packing.de per-size table; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Figures are explicitly PER BAG (the panniers are sold as a pair), so capacity_l of 18 L is the single-bag volume. Correction: the catalogue's footprints were all too small and too deep — depth is a uniform 10.2 cm across the range. Note the 10 L is TALLER than the 14 L (43.2 vs 38.1 cm) because it is a narrow, tall bag; that is the retailer's table as printed, not a transcription slip.",maker,https://www.bike-packing.de/en/revelate-designs-portage-panniers,Cordura (matte woven),rolltop,cylindrical,3,,1,,,1,Black #1c1c1c,0,,https://revelatedesigns.com/product/portage-panniers/
Revelate Designs,Nano,Nano Panniers,11L each,pannier,11,26.6,10.1,25.4,,packed,"BikeParts.com: 25.4 x 26.6 x 10.1 cm per bag; 680 cu in (11.0 L) each side; 510 g the pair. bike-packing.de: 7-11 L per bag (14-22 L the pair), width approx. 10 cm, 255 g per bag","Dimensions from the BikeParts.com spec block; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Agrees with the existing catalogue value to within 1 mm on every axis, and bike-packing.de independently confirms the ~10 cm width. capacity_l of 11 L is the SINGLE-bag figure (the pair is 22 L); bike-packing.de quotes 7-11 L per bag because the roll-top closure varies the volume.",maker,https://www.bikeparts.com/BPC202216/revelate-designs-nano-pannier-bags-gray,Cordura (matte woven),rolltop,box,2,,1,,,2,Gray #7d7d7d | Black #1c1c1c,2,https://campfirecycling-media.s3.us-west-1.amazonaws.com/wp-content/uploads/nano-panniers-1.jpg | https://campfirecycling-media.s3.us-west-1.amazonaws.com/wp-content/uploads/nano-panniers-4.jpg,https://revelatedesigns.com/product/nanopanniers/
Revelate Designs,Pannier Pod,Pannier Pod,5.7L,pannier,5.7,26.7,9.5,22.9,,packed,"10.5"" long x 9"" wide x 3.75"" deep (267 x 229 x 95 mm); 348 cu in (5.7 L); 2.2 oz","Dimensions from the CampfireCycling spec block; revelatedesigns.com blocks automated access (HTTP 403 to product pages, the /shop/ index and browser-UA curl), so nothing here is maker-verified. Matches the existing catalogue value exactly on all three axes, and 348 cu in converts to the catalogue's 5.7 L exactly.",retailer,https://www.campfirecycling.com/product/revelate-designs-pannier-pod.html,Cordura (matte woven),zip,box,0,,1,,,1,Dyneema White #e3e1da,2,https://campfirecycling-media.s3.us-west-1.amazonaws.com/wp-content/uploads/pannier-pod.jpg | https://campfirecycling-media.s3.us-west-1.amazonaws.com/wp-content/uploads/pannier-pod3.jpg,https://revelatedesigns.com/product/pannierpod/
Restrap,Adventure,Saddle Bag,8L,seatpack,8,40,16,16,,packed,400mm (length) x 160mm (height/diameter); recommended 200mm clearance between saddle rails and tyre,"Size-guide diagram shows the bag as mounted and loaded; 160mm is the vertical/diameter dimension, used for both hgt and wid. Source: Restrap's own Size Guide diagram on the product page.",maker,,Cordura (matte woven),harness,tapered,1,,1,,,2,Black #2b2b2b | Orange #f4813a,7,https://cdn.shopify.com/s/files/1/1308/4941/files/00_8L_SaddleBag.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_8L_SaddleBag7.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_8L_SaddleBag2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_8L_SaddleBag3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_8L_SaddleBag4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_8L_SaddleBag5.jpg | https://restrap.com/cdn/shop/files/Restrap-8L-Saddle-Bag-Size-Guide.png,https://restrap.com/products/saddle-bag-holster-dry-bag-8-litres-black-black
Restrap,Adventure,Saddle Bag,14L,seatpack,14,45,18,18,,packed,450mm x 180mm; recommended 240mm clearance between saddle rails and tyre,As-mounted diagram; 180mm used for hgt and wid. Source: Restrap's own Size Guide diagram on the product page.,maker,,Cordura (matte woven),harness,tapered,1,,1,,,2,Black #2b2b2b | Orange #f4813a,7,https://cdn.shopify.com/s/files/1/1308/4941/files/00_14L_SaddleBag.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_14L_SaddleBag7.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_14L_SaddleBag2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_14L_SaddleBag3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_14L_SaddleBag4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_14L_SaddleBag5.jpg | https://restrap.com/cdn/shop/files/Restrap-14L-Saddle-Bag-Size-Guide.png,https://restrap.com/products/saddle-bag-14-litres
Restrap,Adventure,Saddle Bag,18L,seatpack,18,58,18,18,,packed,580mm x 180mm; recommended 260mm clearance between saddle rails and tyre,As-mounted diagram; 180mm used for hgt and wid. Source: Restrap's own Size Guide diagram on the product page.,maker,,Cordura (matte woven),harness,tapered,1,,1,,,2,Black #2b2b2b | Orange #f4813a,7,https://cdn.shopify.com/s/files/1/1308/4941/files/00_18L_SaddleBag.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_18L_SaddleBag4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_18L_SaddleBag2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_18L_SaddleBag3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_18L_SaddleBag5.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/00_18L_SaddleBag6.jpg | https://restrap.com/cdn/shop/files/Restrap-Saddle-Bag-18L-Size-Guide_31a43bbd-4cf5-4e5a-9c06-35c5835d7f37.png,https://restrap.com/products/saddle-bag-18-litres
Restrap,Race,Race Saddle Bag,7L,seatpack,7,33,16,16,,packed,330mm Rolled x3 x 160mm; recommended 170mm clearance between saddle rails and tyre,"Diagram is explicitly the rolled-x3 (sealed) state, so this is already a packed figure. Source: Restrap's own Size Guide diagram on the product page.",maker,,Cordura (matte woven),harness,tapered,1,,1,,,1,Black #2b2b2b,7,https://cdn.shopify.com/s/files/1/1308/4941/files/RaceSaddleBag2025.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/RaceSaddleBag20252.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/RaceSaddleBag20253.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/RaceSaddleBag20254.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/RaceSaddleBag20255.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/RaceSaddleBag20256.jpg | https://restrap.com/cdn/shop/files/Restrap-Race-Saddle-Bag-Size-Guide_b296a52d-eaca-4c6a-96e9-ebb7db2ee4b6.png,https://restrap.com/products/race-saddle-bag
Restrap,Adventure,Saddle Pack,2.5L,saddlebag,2.5,26,12,12,,packed,260mm Rolled x3 x 120mm; 130mm clearance between saddle rail and bottom of bag,Rolled-x3 state. Source: Restrap's own Size Guide diagram on the product page.,maker,,Cordura (matte woven),,,,,1,,,3,Black #2b2b2b | Olive #52522a | Orange #f4813a,7,https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-2.5L-Black-1_21c76a5d-25c8-4c11-8114-fa29ba38629d.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-2.5L-Black-2_d9afc8f1-5e74-4c6f-ba5b-5d211d71aaf3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-2.5L-Black-3_d997130f-1284-4c07-b68d-a96ad4c8a965.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-2.5L-Black-4_2e5fdd78-1347-4292-bd06-54124b54ec75.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-2.5L-Black-5_c5593417-23b1-4df3-860d-f110f14eeb59.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-2.5L-Black-6_6183c250-6c35-447c-af70-d67e349d7937.jpg | https://restrap.com/cdn/shop/files/Restrap-Saddle-Pack-2.5L-Size-Guide.png,https://restrap.com/products/saddle-pack-2-5l
Restrap,Adventure,Saddle Pack,4.5L,seatpack,4.5,32,14,14,,packed,320mm Rolled x3 x 140mm; 160mm clearance between saddle rail and bottom of bag,Rolled-x3 state. Source: Restrap's own Size Guide diagram on the product page.,maker,,Cordura (matte woven),rolltop,tapered,1,,1,,,3,Black #2b2b2b | Olive #52522a | Orange #f4813a,7,https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-4.5L-Black-1.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-4.5L-Black-2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-4.5L-Black-3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-4.5L-Black-4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-4.5L-Black-5.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/Restrap-Saddle-Pack-4.5L-Black-6.jpg | https://restrap.com/cdn/shop/files/Restrap-Saddle-Pack-4.5L-Size-Guide.png,https://restrap.com/products/saddle-pack-4-5l
Restrap,Adventure,Bar Pack,10L,barbag,10,25,16,24,,packed,250mm (width across the bars) x 240mm Rolled x3 (height); depth 'Variable on Load'; recommended 220mm clearance between handlebars and tyre,Catalogue had this as a 50cm-long barroll; the diagram shows a 250mm-wide boxy bar pack 240mm tall. Depth is not published ('Variable on Load') so wid is left at the prior 16cm estimate. Source: Restrap's own Size Guide diagram on the product page.,maker,,Cordura (matte woven),rolltop,box,2,stretch,1,,,3,Black #2b2b2b | Olive #52522a | Orange #f4813a,7,https://cdn.shopify.com/s/files/1/1308/4941/products/Bar-Pack-Restrap-Black.jpg | https://cdn.shopify.com/s/files/1/1308/4941/products/Bar-Pack-Restrap-Black6.jpg | https://cdn.shopify.com/s/files/1/1308/4941/products/Bar-Pack-Restrap-Black2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/products/Bar-Pack-Restrap-Black3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/products/Bar-Pack-Restrap-Black4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/products/Bar-Pack-Restrap-Black5.jpg | https://restrap.com/cdn/shop/files/Restrap-Bar-Pack-Size-Guide.png,https://restrap.com/products/bar-pack
Restrap,Adventure,Holster Bar Bag,14L,barroll,14,54,,,18,unknown,,Restrap publishes no dimension diagram or spec figures for this bag; dims_cm left as the existing catalogue estimate.,maker,,Cordura (matte woven),harness,cylindrical,2,,1,,,1,Black #2b2b2b,6,https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag5.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag6_620bd285-0e2b-4a78-b16c-799fb0c15927.jpg,https://restrap.com/products/holster-bar-bag
Restrap,Adventure,Holster Bar Bag Plus,18L,barroll,18,54,,,20,unknown,,Restrap publishes no dimension diagram or spec figures for this bag; dims_cm left as the existing catalogue estimate.,maker,,Cordura (matte woven),harness,cylindrical,2,mesh,1,,,1,Black #2b2b2b,6,https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag-plus.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag-plus2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag-plus3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag-plus4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag-plus5.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/holster-bar-bag-plus6_79ec2add-ba1a-4ac9-9dc7-cfa4d137a752.jpg,https://restrap.com/products/holster-bar-bag-plus
Restrap,Race,Race Bar Bag - Drop Bar,7L,barroll,7,28,,,15,unknown,a width of 280mm (product copy); optimised to fit within drop handlebars,Only the 280mm width is published; diameter left at the prior 15cm estimate.,maker,,Cordura (matte woven),harness,cylindrical,1,mesh,1,,,1,Black #2b2b2b,6,https://cdn.shopify.com/s/files/1/1308/4941/files/race-bar-bag-drop-bar.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/race-bar-bag-drop-bar2.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/race-bar-bag-drop-bar3.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/race-bar-bag-drop-bar4.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/race-bar-bag-drop-bar5.jpg | https://cdn.shopify.com/s/files/1/1308/4941/files/race-bar-bag-drop-bar6.jpg,https://restrap.com/products/race-bar-bag-drop-bar
